# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ACTR3B	ACTR3B	NM_020445.5	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3C	ACTR3C	NM_001164458.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ACTR6	ACTR6	NM_022496.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR8	ACTR8	NM_022899.4	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ACTRT3	ACTRT3	NM_032487.4	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACVR1	ACVR1	NM_001105.4	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR1C	ACVR1C	NM_145259.2	protein_coding	0	0	0	6	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
ACVR2A	ACVR2A	NM_001278579.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR2B	ACVR2B	NM_001106.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ACVR2B-AS1	ACVR2B-AS1	NR_028389.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVRL1	ACVRL1	NM_000020.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ACYP1	ACYP1	NM_001302617.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACYP2	ACYP2	NM_001320586.1	protein_coding	0	0	0	12	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ADA	ADA	NM_000022.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2	ADAD2	NM_139174.3	protein_coding	0	0	0	6	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAM10	ADAM10	NM_001110.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM12	ADAM12	NM_003474.5	protein_coding	0	0	0	53	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM15	ADAM15	NM_207197.2	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM17	ADAM17	NM_003183.5	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM18	ADAM18	NM_014237.2	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM19	ADAM19	NM_033274.4	protein_coding	0	0	0	4	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM2	ADAM2	NM_001464.4	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20P1	ADAM20P1	NR_037933.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21	ADAM21	NM_003813.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM22	ADAM22	NM_001324418.1	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM23	ADAM23	NM_003812.3	protein_coding	0	0	0	11	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM28	ADAM28	NM_014265.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM29	ADAM29	NM_001130703.1	protein_coding	0	0	0	7	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAM32	ADAM32	NM_145004.6	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM33	ADAM33	NM_025220.4	protein_coding	0	0	0	5	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM5	ADAM5	NR_001448.1		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM7	ADAM7	NM_003817.3	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM8	ADAM8	NM_001109.4	protein_coding	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ADAM9	ADAM9	NM_003816.2	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMDEC1	ADAMDEC1	NM_014479.3	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ADAMTS1	ADAMTS1	NM_006988.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS10	ADAMTS10	NM_030957.3	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAMTS12	ADAMTS12	NM_030955.3	protein_coding	0	0	0	37	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAMTS13	ADAMTS13	NM_139025.4	protein_coding	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0
ADAMTS14	ADAMTS14	NM_139155.3	protein_coding	0	1	0	12	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0
ADAMTS16	ADAMTS16	NM_139056.3	protein_coding	0	1	2	31	1	0	0	1	26	1	0	0	1	0	0	0	0	0	0	0	1	3
ADAMTS17	ADAMTS17	NM_139057.3	protein_coding	0	0	0	47	0	0	0	1	44	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAMTS18	ADAMTS18	NM_199355.3	protein_coding	0	0	0	18	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS19	ADAMTS19	NM_133638.4	protein_coding	0	1	0	3	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0
ADAMTS2	ADAMTS2	NM_014244.4	protein_coding	0	1	0	45	1	0	0	2	42	0	0	0	0	0	0	0	0	0	0	0	1	0
ADAMTS20	ADAMTS20	NM_025003.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS3	ADAMTS3	NM_014243.2	protein_coding	0	0	0	11	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS4	ADAMTS4	NM_001320336.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS5	ADAMTS5	NM_007038.4	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS6	ADAMTS6	NM_197941.3	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1
ADAMTS7	ADAMTS7	NM_014272.4	protein_coding	0	1	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	1
ADAMTS8	ADAMTS8	NM_007037.5	protein_coding	0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAMTS9	ADAMTS9	NM_182920.1	protein_coding	0	0	0	21	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAMTS9-AS1	ADAMTS9-AS1	NR_110150.1		0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAMTS9-AS2	ADAMTS9-AS2	NR_038264.1		0	0	0	22	0	0	0	0	21	0	1	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL1	ADAMTSL1	NM_001040272.5	protein_coding	0	0	0	49	0	0	0	2	47	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL2	ADAMTSL2	NM_001145320.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL3	ADAMTSL3	NM_207517.2	protein_coding	0	0	4	28	0	0	0	0	28	4	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL4	ADAMTSL4	NM_001288608.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL4-AS1	ADAMTSL4-AS1	NR_104133.1		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAMTSL5	ADAMTSL5	NM_213604.2	protein_coding	0	0	0	5	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAP1	ADAP1	NM_001284308.1	protein_coding	0	1	0	7	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0
ADAP2	ADAP2	NM_018404.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAR	ADAR	NM_001111.4	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADARB1	ADARB1	NM_015833.3	protein_coding	0	0	0	6	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ADARB2	ADARB2	NM_018702.3	protein_coding	0	0	0	60	1	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0
ADARB2-AS1	ADARB2-AS1	NR_033387.1		0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	ADAT1	NM_001324445.1	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ADAT2	ADAT2	NM_182503.2	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ADCK1	ADCK1	NM_020421.3	protein_coding	0	0	0	7	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
ADCK2	ADCK2	NM_052853.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCK5	ADCK5	NM_174922.4	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADCY1	ADCY1	NM_021116.2	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY10	ADCY10	NM_018417.5	protein_coding	0	0	2	6	1	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0
ADCY2	ADCY2	NM_020546.2	protein_coding	0	2	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	2	0
ADCY3	ADCY3	NM_001320613.1	protein_coding	0	1	2	7	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	1	0
ADCY4	ADCY4	NM_001198568.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ADCY5	ADCY5	NM_183357.2	protein_coding	0	3	0	9	0	0	0	0	10	0	0	0	2	0	0	1	0	0	0	0	0	0
ADCY6	ADCY6	NM_015270.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY7	ADCY7	NM_001114.4	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
ADCY8	ADCY8	NM_001115.2	protein_coding	0	0	0	24	0	0	0	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY9	ADCY9	NM_001116.3	protein_coding	0	1	0	12	3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0
ADCYAP1	ADCYAP1	NM_001099733.1	protein_coding	0	0	0	6	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3
ADCYAP1R1	ADCYAP1R1	NM_001199635.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ADD1	ADD1	NM_014189.3	protein_coding	0	0	3	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0
ADD2	ADD2	NM_001185054.1	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADD3-AS1	ADD3-AS1	NR_038943.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGB	ADGB	NM_024694.3	protein_coding	0	2	0	15	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2	1
ADGRA1	ADGRA1	NM_001083909.2	protein_coding	0	0	0	6	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA1-AS1	ADGRA1-AS1	NR_111905.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA2	ADGRA2	NM_032777.9	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA3	ADGRA3	NM_145290.3	protein_coding	0	0	1	5	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0
ADGRB1	ADGRB1	NM_001702.2	protein_coding	0	1	0	5	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0
ADGRB2	ADGRB2	NM_001294335.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRB3	ADGRB3	NM_001704.2	protein_coding	0	0	1	38	0	0	0	0	38	1	0	0	0	0	0	0	0	0	0	0	0	0
ADGRD1	ADGRD1	NM_198827.3	protein_coding	0	1	1	23	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0	1	0
ADGRE1	ADGRE1	NM_001974.4	protein_coding	0	0	1	4	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE2	ADGRE2	NM_013447.3	protein_coding	0	0	0	7	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ADGRE3	ADGRE3	NM_032571.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE4P	ADGRE4P	NR_024075.1		0	1	0	7	0	0	0	2	2	0	3	0	0	0	0	1	0	0	0	0	0	1
ADGRE5	ADGRE5	NM_078481.3	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ADGRF1	ADGRF1	NM_153840.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF2	ADGRF2	NM_153839.6	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF3	ADGRF3	NM_001145168.1	protein_coding	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF4	ADGRF4	NM_153838.3	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF5	ADGRF5	NM_001098518.1	protein_coding	0	0	0	10	0	0	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG1	ADGRG1	NM_001145771.2	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2
ADGRG2	ADGRG2	NM_001079858.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG4	ADGRG4	NM_153834.3	protein_coding	0	3	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	2
ADGRG5	ADGRG5	NM_001304376.2	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2
ADGRG6	ADGRG6	NM_198569.2	protein_coding	0	0	1	3	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRG7	ADGRG7	NM_032787.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL2	ADGRL2	NM_001297704.1	protein_coding	0	0	0	8	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
ADGRL3	ADGRL3	NM_001322402.1	protein_coding	0	1	0	46	0	0	0	0	46	0	0	0	0	0	0	1	0	0	0	0	1	0
ADGRL3-AS1	ADGRL3-AS1	NR_110595.1		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL4	ADGRL4	NM_022159.3	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ADGRV1	ADGRV1	NM_032119.3	protein_coding	0	1	1	18	0	0	0	1	17	1	0	0	0	0	0	0	0	0	0	0	1	0
ADH1A	ADH1A	NM_000667.3	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ADH1B	ADH1B	NM_000668.5	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADH1C	ADH1C	NM_000669.4	protein_coding	1	0	0	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0
ADH4	ADH4	NM_001306171.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ADH5	ADH5	NM_000671.4	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ADH6	ADH6	NM_001102470.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH7	ADH7	NM_001166504.1	protein_coding	0	1	0	3	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0
ADHFE1	ADHFE1	NM_144650.2	protein_coding	0	0	0	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ADI1	ADI1	NM_018269.3	protein_coding	0	0	0	4	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ADIPOQ	ADIPOQ	NM_001177800.1	protein_coding	0	0	0	10	2	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ-AS1	ADIPOQ-AS1	NR_046662.1		0	1	0	6	0	0	0	1	3	0	1	0	0	0	0	1	0	0	0	0	0	2
ADIPOR1	ADIPOR1	NM_001290553.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR2	ADIPOR2	NM_024551.2	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIRF	ADIRF	NM_006829.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADK	ADK	NM_006721.3	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ADM	ADM	NM_001124.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADNP	ADNP	NM_001282531.1	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADNP2	ADNP2	NM_014913.3	protein_coding	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ADO	ADO	NM_032804.5	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADORA1	ADORA1	NM_000674.2	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
ADORA2A	ADORA2A	NM_000675.5	protein_coding	0	1	0	5	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0
ADORA2A-AS1	ADORA2A-AS1	NR_028484.2		0	0	0	9	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1
ADORA2B	ADORA2B	NM_000676.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA3	ADORA3	NM_000677.3	protein_coding	0	1	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ADPGK	ADPGK	NM_031284.4	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ADPGK-AS1	ADPGK-AS1	NR_040107.1		0	0	0	5	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1
ADPRHL1	ADPRHL1	NM_138430.4	protein_coding	0	0	0	7	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ADPRHL2	ADPRHL2	NM_017825.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADPRM	ADPRM	NM_020233.4	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1A	ADRA1A	NM_033303.4	protein_coding	0	0	1	8	0	0	0	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1B	ADRA1B	NM_000679.3	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1D	ADRA1D	NM_000678.3	protein_coding	0	0	0	9	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1
ADRA2A	ADRA2A	NM_000681.3	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADRB1	ADRB1	NM_000684.2	protein_coding	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ADRB2	ADRB2	NM_000024.5	protein_coding	0	1	2	5	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
ADRB3	ADRB3	NM_000025.2	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ADRM1	ADRM1	NM_007002.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADSL	ADSL	NM_000026.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADSS	ADSS	NM_001126.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ADSSL1	ADSSL1	NM_199165.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADTRP	ADTRP	NM_001143948.1	protein_coding	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AEBP1	AEBP1	NM_001129.4	protein_coding	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
AEBP2	AEBP2	NM_001114176.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AEN	AEN	NM_022767.3	protein_coding	0	0	1	3	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
AES	AES	NM_198969.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AFAP1	AFAP1	NM_001134647.1	protein_coding	0	0	0	18	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1
AFAP1-AS1	AFAP1-AS1	NR_026892.1		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
AFAP1L1	AFAP1L1	NM_152406.3	protein_coding	0	0	0	8	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1
AFAP1L2	AFAP1L2	NM_001287824.1	protein_coding	0	1	0	15	1	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	1	1
AFDN	AFDN	NM_001291964.1	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
AFDN-AS1	AFDN-AS1	NR_027906.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFF1	AFF1	NM_001166693.2	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
AFF2	AFF2	NM_002025.3	protein_coding	0	0	0	25	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	0	0	2
AFF3	AFF3	NM_001025108.1	protein_coding	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
AFF4	AFF4	NM_014423.3	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AFG3L1P	AFG3L1P	NR_003226.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFG3L2	AFG3L2	NM_006796.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	AFMID	NM_001145526.2	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AFP	AFP	NM_001134.2	protein_coding	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
AFTPH	AFTPH	NM_203437.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AGA	AGA	NM_000027.3	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP1	AGAP1	NM_001037131.2	protein_coding	0	0	0	46	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	2
AGAP1-IT1	AGAP1-IT1	NR_131900.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP11	AGAP11	NM_133447.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AGAP2	AGAP2	NM_001122772.2	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AGAP2-AS1	AGAP2-AS1	NR_027032.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP3	AGAP3	NM_031946.6	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL1	AGBL1	NM_152336.3	protein_coding	0	1	1	90	0	0	0	0	89	1	0	0	0	0	0	0	0	0	0	0	1	1
AGBL1-AS1	AGBL1-AS1	NR_046012.1		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
AGBL3	AGBL3	NM_178563.3	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
AGBL4	AGBL4	NM_001323574.1	protein_coding	0	0	0	39	0	0	0	3	36	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL4-IT1	AGBL4-IT1	NR_046839.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AGER	AGER.5	NM_001206929.1.3	protein_coding	0	1	0	14	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	1	5
AGFG1	AGFG1	NM_001135187.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
